Age,Credit_Score,Account_Balence,Credit_Card_Holter,Dependents,Employment_Type,Applicant_Income,Coapplicant_Income,Loan_Status,Education_Status,Fidelity_Scores
54,414,762484,0,1,Employed,126845,51665,1,Graduated,58
27,353,930725,0,1,Self_Employed,46637,62817,0,Graduated,76
92,425,841627,0,1,Self_Employed,97973,93865,1,Graduated,37
94,366,892971,1,0,Self_Employed,37317,145761,0,Graduated,78
43,493,559082,0,1,Self_Employed,19540,151837,0,Graduated,22
39,431,782158,1,0,Employed,170848,68155,0,Graduated,62
47,393,873588,0,1,Employed,184415,147516,1,Graduated,40
49,413,347123,1,2,Employed,124903,157378,0,Graduated,95
79,369,59907,0,0,Employed,101813,118865,1,Graduated,99
58,484,460003,0,0,Self_Employed,47532,56236,1,Graduated,50
94,384,773771,1,2,Self_Employed,73096,138837,0,Graduated,36
20,435,834074,0,1,Self_Employed,39581,140413,0,Graduated,37
55,364,49992,1,1,Self_Employed,142001,26778,0,Non-Graduated,99
88,337,774052,0,2,Employed,120190,75069,1,Graduated,21
95,383,75192,0,1,Self_Employed,37500,156390,1,Non-Graduated,67
19,380,615867,0,2,Self_Employed,170139,100220,0,Non-Graduated,33
28,377,688837,1,0,Self_Employed,100435,125525,1,Graduated,97
61,491,644770,0,1,Employed,75163,105265,0,Non-Graduated,59
35,331,553514,0,1,Employed,34188,159287,1,Non-Graduated,66
92,478,775548,0,1,Employed,45326,25895,1,Non-Graduated,53
53,442,979730,1,2,Self_Employed,42574,182056,1,Non-Graduated,80
21,499,171995,1,1,Self_Employed,75856,135691,0,Non-Graduated,29
34,375,284624,1,0,Employed,136784,168662,1,Non-Graduated,91
38,437,484539,0,2,Self_Employed,35718,92918,1,Graduated,67
30,479,359003,1,1,Self_Employed,34388,86705,1,Graduated,78
87,472,501363,1,1,Self_Employed,68421,73027,1,Graduated,36
70,426,243580,0,1,Self_Employed,30699,172577,1,Graduated,86
67,333,311288,1,2,Employed,140321,103810,0,Non-Graduated,84
28,404,813336,1,2,Employed,125024,117833,1,Non-Graduated,23
73,436,221487,1,2,Self_Employed,155760,122929,1,Graduated,58
78,412,324084,0,1,Employed,148757,77338,0,Graduated,72
42,415,437440,1,1,Self_Employed,190501,66944,0,Graduated,64
27,488,871996,1,1,Self_Employed,101156,13701,0,Non-Graduated,42
92,304,13546,1,2,Self_Employed,194307,184418,0,Graduated,68
94,462,39981,0,1,Self_Employed,140933,112889,0,Non-Graduated,85
70,497,220276,1,1,Self_Employed,104800,124387,0,Non-Graduated,72
30,423,479591,1,1,Self_Employed,80650,119471,0,Non-Graduated,94
96,313,835221,0,1,Self_Employed,29539,54329,0,Graduated,39
30,482,774211,0,2,Employed,139476,119793,1,Non-Graduated,47
68,437,210804,1,0,Self_Employed,124079,48542,1,Non-Graduated,66
43,337,544845,0,2,Employed,49420,120741,1,Non-Graduated,73
99,344,344855,1,1,Self_Employed,178170,161881,0,Graduated,92
25,430,303467,0,2,Employed,159646,119507,1,Non-Graduated,85
32,312,138251,0,0,Employed,91146,156373,1,Non-Graduated,30
24,427,883266,1,2,Self_Employed,137732,12905,1,Graduated,35
65,302,958132,1,2,Employed,13503,27128,1,Non-Graduated,79
23,399,366770,1,1,Employed,38373,59082,0,Graduated,56
61,309,910542,0,2,Self_Employed,121364,197580,0,Graduated,81
46,473,529255,1,1,Employed,19239,21421,0,Graduated,52
95,433,429527,0,1,Employed,119391,69292,1,Graduated,58
93,471,124758,0,2,Employed,39730,134465,1,Non-Graduated,72
24,407,53636,0,1,Self_Employed,113652,80421,0,Graduated,93
70,446,811364,0,2,Self_Employed,35167,152405,0,Graduated,47
94,316,928355,1,1,Self_Employed,159342,71331,1,Graduated,25
85,495,556755,1,0,Self_Employed,98045,94622,1,Non-Graduated,94
70,429,11858,0,2,Self_Employed,119097,153878,1,Graduated,60
64,391,743640,1,1,Self_Employed,75091,88101,1,Graduated,23
73,461,553953,1,1,Employed,153561,141194,1,Graduated,23
65,487,494531,1,2,Employed,175521,97949,1,Graduated,51
92,302,678214,1,1,Employed,79030,134583,1,Non-Graduated,98
26,471,684413,1,0,Self_Employed,118067,61532,1,Non-Graduated,33
49,356,378762,0,2,Self_Employed,189320,21485,1,Non-Graduated,69
63,347,909287,1,2,Self_Employed,53982,175719,0,Non-Graduated,97
49,389,511989,0,1,Self_Employed,11422,85318,0,Graduated,86
77,420,29163,0,1,Self_Employed,149326,118166,0,Graduated,20
43,436,577202,1,1,Employed,149483,155421,0,Graduated,47
77,368,105679,1,0,Employed,157301,33812,0,Graduated,84
51,474,34654,0,2,Employed,73732,134895,0,Graduated,65
53,429,994954,0,2,Self_Employed,59717,136272,1,Non-Graduated,37
63,395,673990,1,1,Self_Employed,108962,189812,1,Non-Graduated,51
85,388,55101,1,1,Employed,99894,48010,0,Graduated,58
45,387,987044,1,2,Self_Employed,22596,129128,0,Non-Graduated,26
32,339,798416,0,2,Self_Employed,50702,158913,0,Graduated,29
61,407,622768,0,0,Self_Employed,74967,155531,0,Graduated,93
52,323,282280,0,2,Self_Employed,182303,177759,0,Non-Graduated,23
96,340,472790,0,1,Self_Employed,174350,93539,0,Non-Graduated,95
82,378,433482,0,1,Self_Employed,97213,60592,0,Graduated,40
59,421,832664,0,0,Self_Employed,104876,44369,1,Non-Graduated,21
80,422,642250,0,1,Self_Employed,164800,32562,1,Non-Graduated,66
97,499,444928,1,2,Employed,188089,170648,0,Graduated,32
76,479,238918,0,1,Self_Employed,104985,157701,1,Non-Graduated,42
56,361,822895,0,2,Self_Employed,139667,15180,1,Graduated,96
84,446,81885,0,0,Employed,163929,32669,0,Non-Graduated,97
31,408,379868,1,2,Self_Employed,153362,44477,1,Non-Graduated,84
21,453,557074,0,0,Employed,154120,134224,1,Graduated,50
85,310,999094,1,2,Employed,52963,197846,1,Graduated,26
84,336,651306,0,2,Self_Employed,67889,170999,0,Graduated,97
33,417,418224,1,0,Employed,38522,185495,1,Non-Graduated,62
88,451,154737,0,1,Self_Employed,175044,159380,0,Non-Graduated,32
74,423,153415,0,0,Employed,197369,32681,1,Non-Graduated,62
46,325,593945,1,1,Employed,130897,104780,1,Non-Graduated,30
55,441,13786,1,0,Employed,75433,184182,0,Non-Graduated,91
23,329,870222,0,0,Employed,117823,88945,1,Non-Graduated,30
24,393,785373,0,0,Employed,40646,24168,1,Non-Graduated,64
25,365,599141,0,2,Self_Employed,135644,44019,0,Non-Graduated,90
88,390,239190,1,2,Employed,147956,143704,0,Graduated,38
18,325,354352,1,1,Employed,94982,26184,1,Graduated,84
83,320,72533,1,0,Self_Employed,172293,109448,0,Non-Graduated,64
27,415,135934,0,2,Self_Employed,136962,73527,0,Graduated,71
58,444,386117,1,1,Self_Employed,151788,169757,1,Graduated,60
93,421,601645,1,1,Self_Employed,55939,170783,1,Graduated,63
58,461,215338,0,2,Employed,56290,38072,1,Graduated,82
40,310,118320,0,2,Self_Employed,55015,158618,0,Non-Graduated,89
88,310,333905,1,1,Employed,73174,41258,1,Graduated,55
94,393,93130,0,2,Self_Employed,167398,186219,1,Graduated,72
51,416,186803,1,1,Self_Employed,130672,196509,0,Graduated,76
36,449,466381,0,0,Employed,150437,69881,0,Graduated,82
92,311,853107,1,2,Self_Employed,27360,127782,0,Non-Graduated,48
31,490,137328,0,2,Employed,109200,88665,0,Graduated,27
81,403,524147,0,2,Self_Employed,111396,152951,0,Graduated,96
24,339,804482,0,0,Self_Employed,181174,71849,1,Non-Graduated,75
40,472,393432,1,0,Self_Employed,71122,94715,0,Non-Graduated,87
72,461,454455,1,2,Self_Employed,74020,23757,1,Non-Graduated,22
99,386,499782,0,1,Self_Employed,183159,174188,1,Graduated,99
93,370,438032,0,0,Self_Employed,71321,19018,0,Graduated,47
18,326,497717,0,2,Self_Employed,186053,119128,1,Graduated,35
45,446,860725,0,0,Employed,87818,16827,1,Non-Graduated,67
50,403,575898,0,1,Self_Employed,72841,190237,1,Non-Graduated,33
78,441,715664,0,0,Self_Employed,140701,147321,0,Graduated,24
78,364,862665,1,0,Self_Employed,71336,196368,0,Non-Graduated,58
90,451,944190,1,2,Employed,186701,54918,1,Graduated,98
21,380,344968,0,1,Self_Employed,29699,38361,1,Non-Graduated,38
66,473,925735,1,0,Self_Employed,183674,23180,1,Graduated,43
85,331,45350,1,1,Self_Employed,147236,91531,1,Non-Graduated,75
86,317,337084,1,0,Self_Employed,66729,114803,1,Graduated,100
53,337,68732,0,1,Self_Employed,28180,140896,0,Non-Graduated,20
43,361,79774,0,1,Self_Employed,146230,45120,0,Graduated,98
38,458,809917,1,2,Employed,132100,97392,1,Non-Graduated,59
23,301,828975,0,2,Self_Employed,129084,10289,1,Graduated,49
20,342,526656,1,2,Employed,49780,124487,0,Non-Graduated,84
92,357,314785,1,1,Self_Employed,46890,142757,0,Non-Graduated,62
57,489,245044,1,0,Self_Employed,30704,52686,0,Graduated,96
44,327,765445,0,2,Employed,21993,136914,0,Graduated,51
93,477,450032,0,2,Self_Employed,22339,21147,0,Graduated,33
40,322,623457,0,1,Self_Employed,186493,116502,0,Graduated,47
52,450,659177,1,1,Employed,148253,82790,0,Graduated,93
77,476,428923,0,2,Self_Employed,94541,184077,1,Graduated,39
41,467,978147,1,0,Employed,19173,29897,1,Non-Graduated,37
61,456,53257,0,0,Employed,86019,161482,1,Non-Graduated,65
59,490,723103,0,1,Employed,140784,31781,1,Graduated,58
23,473,210428,1,1,Employed,113041,91204,1,Non-Graduated,34
65,487,623351,0,0,Employed,120053,199838,0,Non-Graduated,43
19,336,219928,1,1,Employed,40102,109526,0,Graduated,74
49,373,775487,0,0,Employed,70258,58564,1,Non-Graduated,71
32,317,937920,1,1,Self_Employed,22824,143983,0,Non-Graduated,52
34,352,599013,1,1,Self_Employed,187118,81787,0,Non-Graduated,90
69,362,343702,1,0,Employed,103157,73624,0,Non-Graduated,81
56,396,188289,0,1,Self_Employed,133564,76039,0,Graduated,46
28,444,271750,0,0,Employed,126879,185877,1,Non-Graduated,57
100,473,12053,1,2,Self_Employed,178774,166359,0,Non-Graduated,52
43,367,682789,1,2,Employed,120319,126611,0,Non-Graduated,48
30,474,869826,1,2,Employed,26949,54540,1,Graduated,46
69,382,201506,0,2,Employed,91642,39558,0,Graduated,37
23,403,30870,1,2,Self_Employed,94116,130089,0,Graduated,60
31,364,927075,0,0,Employed,67959,93284,1,Graduated,51
87,344,564992,0,0,Self_Employed,93172,157376,1,Graduated,29
47,310,760334,0,0,Self_Employed,153006,127663,0,Graduated,44
51,335,358151,1,0,Self_Employed,75007,181709,1,Non-Graduated,46
99,461,612276,0,1,Employed,159554,154776,0,Non-Graduated,44
49,356,161290,0,0,Employed,29236,98157,0,Non-Graduated,24
40,318,677082,1,0,Employed,130071,117927,1,Non-Graduated,51
52,389,80957,0,1,Employed,119758,121009,1,Non-Graduated,36
48,416,931943,1,2,Employed,199820,39249,1,Non-Graduated,25
57,366,414000,1,0,Self_Employed,62407,149733,1,Non-Graduated,62
53,355,383842,0,2,Employed,127242,120820,1,Graduated,43
72,343,689042,1,1,Employed,91767,18018,1,Non-Graduated,78
31,421,181963,1,1,Self_Employed,40398,83790,1,Non-Graduated,88
27,441,218943,1,1,Employed,162685,105497,0,Graduated,93
87,467,8067,1,0,Employed,93253,142819,1,Graduated,36
93,365,813766,1,0,Employed,182325,198528,1,Non-Graduated,31
42,408,858804,0,1,Employed,22971,144663,1,Non-Graduated,100
61,472,508105,0,1,Employed,61479,82540,1,Non-Graduated,20
55,412,773285,1,2,Self_Employed,84263,78193,1,Graduated,22
76,328,180663,0,1,Employed,73076,35394,0,Graduated,75
22,326,128297,0,0,Self_Employed,14970,26818,1,Graduated,77
88,468,887613,1,2,Self_Employed,45258,75752,0,Non-Graduated,55
93,392,769538,1,1,Self_Employed,24950,57818,0,Graduated,44
66,485,957130,0,2,Self_Employed,147034,24251,0,Non-Graduated,87
28,458,714148,0,0,Self_Employed,27416,91815,0,Graduated,76
69,415,358201,1,0,Self_Employed,156984,31745,0,Graduated,71
38,446,66077,0,1,Self_Employed,91618,71579,1,Graduated,91
44,439,60346,1,0,Self_Employed,41368,185695,1,Non-Graduated,26
93,477,423069,1,2,Self_Employed,68520,88340,1,Non-Graduated,87
78,374,992683,0,1,Self_Employed,138423,161726,1,Graduated,57
19,455,343216,1,2,Employed,123632,108870,0,Non-Graduated,97
53,426,494997,1,2,Self_Employed,160378,94570,1,Graduated,79
21,365,518091,1,1,Self_Employed,89055,126001,1,Non-Graduated,99
72,319,652452,0,2,Employed,130141,151089,0,Non-Graduated,70
53,388,188635,0,2,Self_Employed,51863,191826,1,Graduated,54
99,330,875099,0,2,Employed,18977,79439,1,Graduated,61
50,438,94342,1,2,Employed,140269,91199,1,Graduated,78
88,373,982850,1,2,Employed,90176,54383,1,Graduated,65
93,371,788378,0,0,Self_Employed,60120,21981,0,Non-Graduated,92
52,385,448118,1,2,Employed,55829,77209,0,Non-Graduated,79
71,410,250341,0,2,Employed,128712,104329,0,Graduated,93
73,305,316105,0,2,Employed,33841,53891,0,Graduated,86
34,316,323739,1,2,Employed,171080,119254,0,Non-Graduated,38
43,456,667523,1,2,Self_Employed,154247,128666,1,Non-Graduated,50
70,464,78022,1,1,Self_Employed,24406,99541,0,Non-Graduated,100
82,498,486890,0,0,Employed,187509,139283,0,Non-Graduated,79
59,425,825090,0,1,Self_Employed,189230,93473,1,Graduated,67
88,340,487703,0,0,Employed,189152,138946,1,Non-Graduated,24
39,385,670601,1,0,Employed,138085,132137,1,Graduated,81
37,423,757111,1,1,Employed,39058,152808,1,Graduated,46
44,483,638772,0,1,Self_Employed,178593,132606,1,Graduated,91
82,372,633628,0,0,Self_Employed,75128,66555,0,Non-Graduated,27
72,500,68744,0,1,Self_Employed,38234,52233,0,Non-Graduated,81
18,361,255227,0,1,Self_Employed,139353,139208,1,Graduated,47
66,440,576677,0,1,Employed,16442,84807,1,Graduated,69
44,346,670439,1,0,Employed,32560,140384,1,Non-Graduated,45
53,335,369146,1,1,Self_Employed,103484,147271,1,Graduated,63
36,442,976607,1,2,Self_Employed,149566,188015,0,Graduated,81
50,494,589845,1,0,Employed,53549,56436,0,Non-Graduated,93
70,366,86566,1,2,Employed,170306,121721,0,Graduated,37
70,364,858208,1,2,Employed,126576,108476,1,Non-Graduated,80
55,341,811842,1,2,Self_Employed,141092,84042,1,Graduated,94
96,387,987429,1,0,Self_Employed,34197,177295,0,Graduated,87
55,344,255027,0,1,Employed,66457,148228,1,Non-Graduated,75
52,436,628160,1,1,Employed,161683,22400,0,Graduated,65
70,417,939892,1,2,Self_Employed,88763,183039,1,Graduated,22
36,438,832825,1,2,Employed,31684,160703,1,Graduated,89
35,335,28000,0,0,Employed,131503,190118,1,Graduated,28
27,456,742763,0,0,Employed,116323,65546,1,Graduated,81
45,462,311781,1,0,Self_Employed,24672,29525,1,Graduated,70
44,386,554578,1,1,Employed,44894,30370,1,Graduated,82
45,497,190085,1,2,Employed,24195,155315,0,Non-Graduated,24
21,337,325801,0,2,Employed,37864,91530,1,Non-Graduated,37
73,330,614270,0,1,Employed,134629,32204,0,Graduated,21
60,474,463388,1,2,Self_Employed,31051,154091,1,Graduated,50
47,403,675131,1,0,Employed,14017,144224,0,Graduated,38
65,468,779632,0,0,Employed,187306,51170,0,Graduated,75
47,405,454564,1,0,Employed,81264,95957,0,Graduated,60
70,493,801404,0,0,Employed,191785,76866,1,Non-Graduated,72
19,450,815071,0,0,Employed,45513,155904,0,Non-Graduated,30
61,430,372783,0,2,Self_Employed,101889,196859,1,Non-Graduated,37
56,474,637698,0,1,Self_Employed,86883,86508,1,Graduated,48
68,495,93941,1,1,Employed,187835,47000,0,Non-Graduated,48
81,310,625742,0,1,Self_Employed,138158,28436,1,Non-Graduated,33
40,428,686140,0,2,Employed,68341,94891,1,Graduated,28
81,396,52679,1,2,Self_Employed,88510,125185,1,Non-Graduated,74
43,464,55257,0,1,Self_Employed,191885,121742,1,Non-Graduated,30
56,379,461242,0,0,Self_Employed,174150,123704,0,Graduated,25
30,443,179210,0,2,Employed,151300,96815,1,Non-Graduated,69
99,419,289605,1,1,Employed,147414,116822,1,Graduated,33
66,349,343593,0,2,Employed,60980,160626,0,Graduated,47
71,351,88725,0,0,Self_Employed,162088,60398,1,Non-Graduated,33
90,485,283217,0,2,Employed,73437,173729,0,Non-Graduated,94
36,346,971224,1,1,Self_Employed,40826,40924,1,Non-Graduated,41
95,484,642127,1,1,Employed,192922,97136,1,Graduated,78
69,357,186072,1,1,Self_Employed,107938,123055,0,Graduated,43
39,428,881117,0,2,Self_Employed,19543,23944,0,Graduated,28
58,399,29558,1,2,Self_Employed,122764,115664,1,Graduated,28
33,497,545415,1,2,Employed,89314,64473,1,Non-Graduated,72
80,428,491598,0,0,Employed,138714,162156,1,Graduated,71
52,440,336662,1,1,Self_Employed,108543,122894,1,Graduated,23
18,392,768922,0,0,Self_Employed,144328,30544,0,Non-Graduated,66
52,448,537088,0,1,Self_Employed,89727,173809,0,Graduated,84
54,415,35821,0,2,Self_Employed,96746,20898,0,Non-Graduated,62
94,499,408194,0,1,Self_Employed,135120,59679,0,Non-Graduated,87
99,428,617895,0,2,Self_Employed,94792,89510,1,Non-Graduated,69
83,400,961129,0,2,Employed,105055,101035,0,Graduated,61
68,481,748520,0,1,Employed,70431,62765,1,Non-Graduated,59
24,440,965479,1,0,Self_Employed,36050,35400,1,Non-Graduated,27
99,366,753704,0,1,Employed,89142,98834,0,Non-Graduated,93
72,459,419275,1,1,Employed,193720,126320,1,Graduated,97
48,332,862287,0,2,Employed,144144,63827,0,Non-Graduated,62
88,477,703540,0,1,Employed,188130,78356,1,Non-Graduated,58
64,412,806092,1,2,Self_Employed,119588,85590,1,Non-Graduated,69
63,452,23104,1,1,Employed,136046,11363,1,Non-Graduated,44
46,430,907303,1,2,Employed,107875,145166,0,Graduated,98
32,345,745923,0,0,Self_Employed,156624,183282,0,Non-Graduated,93
75,465,741613,0,1,Self_Employed,40482,53403,1,Non-Graduated,21
55,397,109510,0,2,Employed,36070,54709,0,Graduated,26
91,414,569443,1,2,Self_Employed,112638,13455,1,Non-Graduated,67
66,333,907837,1,2,Self_Employed,160728,31400,1,Non-Graduated,46
96,346,69936,1,2,Employed,196672,77190,0,Graduated,48
23,410,633529,0,2,Self_Employed,122766,32919,1,Graduated,62
31,345,886640,0,0,Employed,78458,132874,1,Non-Graduated,56
45,464,736829,1,0,Self_Employed,193950,140369,1,Graduated,99
32,418,117362,1,0,Employed,38734,109049,1,Non-Graduated,66
48,365,676140,1,2,Employed,125802,179078,0,Graduated,37
84,395,464734,0,0,Employed,15290,76481,0,Non-Graduated,79
42,499,598182,1,2,Self_Employed,41862,156770,0,Non-Graduated,49
57,348,707066,1,1,Self_Employed,163248,171405,0,Non-Graduated,91
51,471,709703,1,2,Employed,86130,197913,0,Graduated,69
24,488,824777,0,1,Self_Employed,104185,39545,0,Non-Graduated,36
60,500,215767,0,0,Self_Employed,61440,67654,1,Non-Graduated,75
90,395,728249,1,2,Self_Employed,67502,71618,0,Non-Graduated,33
58,474,368824,1,0,Employed,116647,105059,0,Non-Graduated,39
32,369,804810,1,2,Self_Employed,92743,162520,1,Graduated,59
73,437,607434,0,2,Self_Employed,131705,93741,0,Non-Graduated,42
43,315,652579,1,2,Self_Employed,75586,183852,0,Graduated,45
38,310,940368,0,0,Employed,74002,132846,1,Non-Graduated,69
72,450,84341,1,2,Employed,140249,106524,1,Non-Graduated,29
21,472,291406,0,0,Self_Employed,113899,142124,1,Graduated,39
62,472,679965,1,0,Employed,29860,169589,1,Non-Graduated,87
49,310,804157,1,0,Employed,191102,167508,1,Graduated,41
20,391,643855,0,0,Employed,74225,137820,1,Graduated,97
87,393,854914,0,1,Self_Employed,93949,186041,0,Graduated,74
99,463,735818,0,1,Self_Employed,54426,191625,0,Non-Graduated,88
45,358,656330,1,2,Employed,72695,49366,0,Non-Graduated,82
45,363,84390,0,1,Self_Employed,29619,156590,0,Non-Graduated,80
57,340,843511,1,0,Employed,179895,164081,1,Graduated,82
50,434,930724,1,1,Self_Employed,146051,78900,1,Graduated,42
46,318,939846,1,2,Employed,100826,73837,1,Graduated,76
81,319,648774,1,2,Employed,110800,182576,0,Non-Graduated,56
47,336,721575,1,0,Self_Employed,93582,86955,1,Graduated,65
71,337,345057,1,0,Self_Employed,38786,18114,1,Graduated,53
21,309,129225,1,2,Self_Employed,58113,112421,0,Non-Graduated,62
94,472,130628,1,2,Employed,95688,179302,1,Non-Graduated,61
37,437,226017,0,1,Self_Employed,27756,76494,1,Graduated,86
49,476,630241,0,2,Employed,119026,123088,0,Graduated,47
30,498,892139,0,0,Self_Employed,120803,146700,0,Graduated,71
49,341,965861,0,1,Employed,60737,71410,0,Non-Graduated,60
61,435,595295,1,1,Self_Employed,90195,141839,0,Graduated,21
96,433,640233,1,0,Self_Employed,101122,72334,0,Graduated,49
32,417,684540,1,1,Employed,13805,185557,1,Graduated,78
92,452,613422,0,0,Employed,103638,36185,0,Non-Graduated,68
59,440,653383,1,0,Employed,153654,132803,1,Graduated,75
27,449,576574,0,1,Employed,28586,187889,0,Non-Graduated,53
94,327,579480,1,2,Employed,131315,196665,1,Non-Graduated,83
76,461,642907,1,1,Self_Employed,116395,71996,0,Non-Graduated,76
84,368,18974,1,1,Self_Employed,88900,94324,1,Graduated,63
23,365,250440,1,1,Employed,22805,106084,0,Graduated,25
75,334,776310,0,1,Self_Employed,144410,84668,1,Graduated,40
57,442,930075,1,0,Employed,53104,159494,1,Non-Graduated,41
47,421,417049,1,0,Employed,47710,184762,1,Non-Graduated,22
41,317,468079,0,0,Employed,41647,67754,1,Non-Graduated,96
21,464,467578,0,0,Self_Employed,88410,130563,1,Non-Graduated,46
28,361,191004,1,0,Employed,54233,131763,0,Non-Graduated,95
87,439,838796,1,0,Employed,22521,47651,0,Non-Graduated,43
87,332,688698,1,1,Self_Employed,155105,195928,1,Non-Graduated,20
78,490,156149,0,0,Employed,169455,53750,1,Graduated,63
40,486,595772,1,2,Employed,40260,107048,0,Graduated,22
35,405,436235,0,2,Self_Employed,162150,153561,0,Graduated,33
69,439,139496,1,2,Self_Employed,15455,145556,0,Graduated,91
42,484,856877,1,1,Employed,176122,11966,1,Graduated,23
92,469,619460,1,2,Self_Employed,60170,12848,0,Non-Graduated,20
67,322,342534,0,2,Employed,46613,65090,1,Graduated,83
68,388,787059,0,1,Self_Employed,147770,190948,1,Non-Graduated,75
58,358,44294,1,0,Self_Employed,64081,58634,1,Non-Graduated,42
42,471,73522,0,1,Employed,102507,157492,1,Non-Graduated,22
46,463,413999,1,0,Employed,57134,135498,1,Graduated,34
96,489,427154,1,1,Employed,154117,149498,1,Non-Graduated,92
32,438,563012,0,1,Self_Employed,19630,57690,0,Graduated,66
41,398,121379,0,0,Self_Employed,24850,120922,0,Graduated,72
27,462,852002,0,0,Employed,98821,99834,0,Graduated,26
18,398,576460,0,2,Self_Employed,69555,69580,0,Non-Graduated,83
41,360,255615,0,2,Self_Employed,109637,94207,0,Non-Graduated,80
37,391,762427,1,2,Self_Employed,20704,191491,0,Non-Graduated,38
18,495,449937,1,2,Employed,162077,169143,1,Non-Graduated,41
62,473,30306,0,0,Employed,27198,33483,0,Graduated,20
76,363,22739,1,2,Employed,143928,20921,1,Graduated,63
67,470,221999,1,1,Employed,143716,155206,0,Graduated,67
63,314,928903,0,2,Self_Employed,90008,15400,0,Graduated,40
69,373,511027,0,1,Employed,169831,138048,0,Graduated,41
99,433,860814,0,1,Self_Employed,16601,173634,1,Non-Graduated,93
57,448,265347,0,0,Self_Employed,187662,156042,1,Graduated,53
56,332,581178,1,1,Employed,153110,178742,1,Non-Graduated,71
19,422,245453,1,1,Self_Employed,112772,47921,1,Graduated,39
80,363,29945,1,1,Employed,181319,76486,0,Non-Graduated,52
44,373,920855,0,1,Employed,76842,103376,1,Non-Graduated,79
58,475,526957,0,2,Self_Employed,113310,77801,0,Graduated,30
62,483,289814,0,1,Employed,144738,26767,0,Graduated,93
84,425,970721,1,1,Self_Employed,179807,76581,0,Graduated,85
18,406,367869,0,0,Employed,126549,96583,0,Graduated,90
59,415,300492,0,0,Self_Employed,84347,92376,1,Graduated,23
58,305,291686,1,0,Employed,18332,43056,0,Non-Graduated,29
59,482,762627,0,1,Self_Employed,138600,107363,0,Non-Graduated,66
44,493,719982,0,1,Self_Employed,54146,79639,1,Non-Graduated,40
83,440,606557,1,1,Employed,67376,175565,1,Non-Graduated,96
98,376,634134,0,2,Self_Employed,66584,31984,1,Non-Graduated,78
97,498,894478,0,2,Self_Employed,35915,73550,0,Non-Graduated,47
52,449,17639,1,0,Employed,39254,26923,0,Graduated,41
30,483,87207,0,2,Self_Employed,179278,122344,0,Non-Graduated,92
59,322,345336,0,2,Self_Employed,111259,109845,1,Non-Graduated,37
41,374,355403,1,1,Employed,168927,107228,0,Non-Graduated,93
21,402,291809,1,1,Employed,138088,115695,1,Graduated,45
28,457,751619,1,1,Self_Employed,22167,173759,1,Non-Graduated,95
72,395,439314,1,1,Employed,13599,101578,0,Non-Graduated,67
69,499,147709,1,2,Self_Employed,41667,112970,1,Graduated,94
62,451,720446,1,2,Self_Employed,84694,94276,0,Non-Graduated,48
42,351,944690,1,1,Self_Employed,160869,121652,0,Non-Graduated,100
78,495,433785,0,2,Employed,40593,135410,1,Graduated,98
28,379,875527,0,1,Self_Employed,174814,159379,0,Non-Graduated,58
46,464,906640,0,0,Employed,176366,106142,1,Graduated,79
98,316,513168,1,2,Employed,164319,35150,0,Non-Graduated,83
18,313,380489,1,1,Employed,48889,13232,0,Non-Graduated,40
95,352,631244,1,1,Employed,42888,106905,1,Non-Graduated,39
82,348,640313,1,1,Employed,92592,125808,1,Non-Graduated,59
52,383,144638,1,0,Employed,187153,52213,1,Graduated,27
93,454,812144,0,2,Self_Employed,168339,69777,0,Graduated,54
43,390,542642,1,0,Employed,68444,163984,1,Graduated,37
76,334,2582,1,2,Self_Employed,187879,185455,0,Graduated,36
91,480,437879,0,2,Employed,34576,98201,0,Graduated,25
79,405,491242,0,2,Self_Employed,88405,13127,0,Graduated,39
23,352,329422,1,0,Employed,110854,151639,0,Graduated,96
37,435,980805,1,0,Self_Employed,58341,156486,1,Graduated,99
64,368,666933,0,1,Employed,132356,28217,0,Non-Graduated,48
89,410,384572,0,2,Employed,93797,67965,0,Graduated,74
75,384,280400,1,1,Employed,92445,136465,0,Non-Graduated,95
95,364,841948,0,2,Self_Employed,139823,121849,0,Non-Graduated,55
77,455,335840,1,1,Self_Employed,27226,199216,1,Graduated,53
24,444,307489,1,0,Self_Employed,38081,29703,0,Non-Graduated,26
22,379,831435,0,0,Employed,148635,43651,0,Non-Graduated,61
30,456,972256,0,0,Employed,98142,44090,1,Graduated,89
29,310,718525,1,2,Self_Employed,141256,127089,1,Non-Graduated,54
63,449,642310,1,2,Self_Employed,98772,196365,1,Non-Graduated,91
41,338,740202,1,2,Self_Employed,171808,195966,1,Graduated,62
53,420,909186,1,1,Employed,11344,57035,1,Non-Graduated,51
95,415,418423,0,2,Self_Employed,178147,47755,1,Non-Graduated,32
61,418,15105,0,1,Self_Employed,14231,194183,0,Graduated,22
56,323,566423,1,1,Employed,23416,31182,0,Non-Graduated,64
84,459,267520,0,2,Self_Employed,131488,173749,1,Graduated,40
91,459,378255,1,2,Self_Employed,186942,104543,0,Non-Graduated,85
53,402,729234,1,1,Employed,158770,21970,1,Graduated,44
52,326,808216,1,1,Self_Employed,151588,83722,0,Non-Graduated,94
49,424,125593,0,1,Employed,59924,154356,1,Graduated,65
83,409,446088,1,0,Employed,85847,128207,1,Graduated,61
34,442,575041,0,0,Employed,13393,147165,1,Non-Graduated,54
65,327,267344,0,2,Self_Employed,154475,14369,0,Non-Graduated,47
